Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average p-value
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.39	0.89	0.21	0.88	0.97	1.00	1.00	0.66	0.97	0.50	0.54	1.00	0.750833333333
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.36	1.00	0.96	0.93	1.00	0.93	0.81	0.66	0.76	0.94	0.04	0.62	0.750833333333
PID_EPHA_FWDPATHWAY	0.78	0.83	0.55	0.12	0.92	0.92	0.67	0.64	0.67	1.00	0.92	1.00	0.751666666667
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.95	0.90	0.61	0.39	0.86	0.51	1.00	0.63	0.91	0.58	0.70	0.99	0.7525
BIOCARTA_AGPCR_PATHWAY	1.00	0.35	0.91	0.13	0.95	1.00	0.21	0.89	1.00	0.93	0.78	0.88	0.7525
KEGG_VIRAL_MYOCARDITIS	1.00	0.86	0.72	0.61	1.00	0.63	0.81	0.98	0.17	0.94	0.62	0.69	0.7525
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.65	0.95	0.71	0.26	1.00	0.43	0.92	0.93	0.86	0.33	0.99	1.00	0.7525
BIOCARTA_NFAT_PATHWAY	0.34	0.66	0.84	0.79	0.96	0.93	0.81	0.87	0.86	0.90	0.10	0.98	0.753333333333
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.58	0.84	0.70	1.00	0.86	1.00	1.00	0.95	0.51	0.11	0.98	0.51	0.753333333333
KEGG_SULFUR_METABOLISM	0.97	0.82	0.57	1.00	0.83	0.49	0.87	0.65	0.97	1.00	0.41	0.46	0.753333333333
REACTOME_ZINC_TRANSPORTERS	0.97	0.87	0.82	0.94	0.75	0.76	0.21	0.46	1.00	0.90	0.39	1.00	0.755833333333
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.91	0.84	0.97	0.03	0.67	0.84	0.84	0.56	0.91	0.80	0.97	0.73	0.755833333333
PID_RANBP2PATHWAY	0.39	0.99	0.81	0.93	0.79	1.00	0.66	0.98	0.67	0.11	0.75	1.00	0.756666666667
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.83	0.96	0.55	0.58	0.96	0.19	0.67	0.64	0.85	0.98	0.87	1.00	0.756666666667
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.85	0.99	0.61	1.00	0.86	0.33	0.92	0.83	1.00	0.99	0.31	0.39	0.756666666667
KEGG_ETHER_LIPID_METABOLISM	0.63	0.83	0.96	0.36	0.86	0.90	0.88	0.29	0.90	1.00	0.76	0.71	0.756666666667
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	1.00	0.99	0.82	0.28	1.00	0.69	1.00	0.10	0.65	0.79	0.76	1.00	0.756666666667
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	1.00	0.27	0.79	0.51	0.99	0.87	0.67	1.00	0.90	0.73	0.54	0.81	0.756666666667
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.89	0.93	0.86	0.61	1.00	0.49	0.67	0.37	0.87	0.44	0.98	0.98	0.7575
BIOCARTA_CBL_PATHWAY	0.24	0.53	0.95	0.86	0.96	0.99	0.21	0.97	0.97	0.79	0.67	0.96	0.758333333333
BIOCARTA_ERK_PATHWAY	0.50	0.94	0.40	0.59	0.92	0.87	0.88	0.96	1.00	0.51	0.58	0.95	0.758333333333
PID_SYNDECAN_4_PATHWAY	0.74	0.84	0.97	0.08	0.81	0.38	0.88	0.77	1.00	0.97	0.85	0.82	0.759166666667
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.83	0.99	0.95	0.35	0.70	0.77	0.73	0.93	0.49	0.63	0.79	0.95	0.759166666667
PID_NETRIN_PATHWAY	0.55	0.98	0.84	0.15	1.00	0.82	0.77	0.65	0.90	1.00	0.55	0.91	0.76
REACTOME_GAP_JUNCTION_ASSEMBLY	0.13	0.99	0.97	0.87	0.11	1.00	0.91	0.94	0.32	0.98	0.90	1.00	0.76
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.74	0.96	0.56	1.00	0.96	0.87	0.88	1.00	0.66	0.12	0.58	0.82	0.7625
BIOCARTA_ARF_PATHWAY	0.60	0.98	0.84	0.90	0.87	0.77	0.21	0.43	0.97	0.92	0.76	0.90	0.7625
REACTOME_PURINE_METABOLISM	0.98	0.53	0.88	0.97	1.00	0.17	0.88	0.95	0.55	0.92	0.87	0.47	0.764166666667
PID_IL8CXCR1_PATHWAY	0.63	0.98	0.72	0.51	0.46	0.90	0.67	0.90	0.82	0.98	0.61	0.99	0.764166666667
BIOCARTA_KREB_PATHWAY	0.61	0.88	0.77	0.87	0.81	0.56	0.72	0.85	0.34	0.99	0.90	0.88	0.765
KEGG_PATHWAYS_IN_CANCER	0.46	0.97	0.40	0.54	0.97	0.78	1.00	0.84	0.95	0.82	0.46	0.99	0.765
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.24	0.99	0.99	0.90	0.39	0.76	0.21	0.85	0.97	0.98	1.00	0.90	0.765
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	0.93	0.98	0.24	0.77	0.99	0.97	0.91	1.00	0.82	0.86	0.70	0.02	0.765833333333
REACTOME_PLATELET_HOMEOSTASIS	0.19	0.75	0.99	0.12	1.00	0.89	0.91	0.98	0.99	1.00	0.45	0.93	0.766666666667
BIOCARTA_NUCLEARRS_PATHWAY	0.17	0.99	0.77	1.00	0.86	0.40	1.00	0.52	0.87	0.90	0.73	1.00	0.7675
BIOCARTA_CREB_PATHWAY	0.81	0.83	0.93	0.78	1.00	0.87	0.67	0.28	0.99	0.44	0.61	1.00	0.7675
REACTOME_SHC_RELATED_EVENTS	0.37	0.89	0.84	0.46	0.76	0.79	0.84	0.92	0.80	0.82	0.89	0.84	0.768333333333
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.63	0.99	0.95	0.87	0.91	0.84	1.00	0.63	0.56	0.84	0.43	0.58	0.769166666667
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.86	0.57	0.53	0.12	0.92	0.97	0.67	0.87	0.99	1.00	0.74	1.00	0.77
PID_BARD1PATHWAY	0.08	1.00	0.91	0.84	0.79	0.44	0.77	1.00	0.77	0.75	0.98	0.91	0.77
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.97	0.66	0.90	0.94	0.99	0.59	0.21	0.79	0.90	0.89	0.50	0.90	0.77
BIOCARTA_VDR_PATHWAY	0.34	0.99	0.57	0.83	0.86	0.84	0.62	0.95	0.95	0.84	0.80	0.65	0.77
PID_FGF_PATHWAY	0.91	0.59	0.73	0.13	0.96	0.59	0.81	1.00	1.00	0.76	0.82	0.96	0.771666666667
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.69	0.61	0.87	1.00	1.00	0.33	0.93	0.76	0.89	0.22	0.97	0.99	0.771666666667
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.61	0.83	0.68	0.86	0.71	1.00	0.63	0.88	0.97	0.99	0.20	0.91	0.7725
BIOCARTA_BAD_PATHWAY	0.74	0.70	0.96	1.00	1.00	0.92	0.67	0.34	1.00	0.09	0.85	1.00	0.7725
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.84	1.00	0.31	1.00	0.81	0.72	0.98	0.90	0.94	0.97	0.49	0.31	0.7725
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.70	0.64	0.49	0.78	1.00	0.97	0.88	0.82	0.87	0.32	0.93	0.87	0.7725
BIOCARTA_CFTR_PATHWAY	0.79	0.53	0.67	0.58	0.76	1.00	0.90	0.57	0.99	0.84	0.69	0.96	0.773333333333
REACTOME_MUSCLE_CONTRACTION	0.99	0.98	0.99	0.12	0.82	0.20	0.88	1.00	1.00	0.52	0.99	0.79	0.773333333333
REACTOME_SIGNALING_BY_NOTCH2	0.51	0.99	0.84	0.93	0.39	0.67	0.94	0.96	0.52	0.78	0.78	0.97	0.773333333333
BIOCARTA_AKAP13_PATHWAY	0.95	0.90	0.84	0.12	0.93	0.84	0.70	0.97	0.81	0.79	0.47	0.96	0.773333333333
BIOCARTA_SALMONELLA_PATHWAY	0.67	0.99	0.99	1.00	0.86	1.00	0.33	0.90	0.28	0.83	0.69	0.75	0.774166666667
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.58	0.38	0.60	0.94	1.00	0.81	0.67	0.93	0.87	0.64	0.87	1.00	0.774166666667
KEGG_DILATED_CARDIOMYOPATHY	1.00	0.45	0.98	0.23	0.67	0.87	0.91	0.34	0.86	1.00	1.00	0.99	0.775
BIOCARTA_CELL2CELL_PATHWAY	0.78	0.99	0.99	0.83	0.96	0.38	0.21	0.93	0.97	0.79	0.89	0.58	0.775
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.99	0.99	0.41	0.58	1.00	0.51	1.00	0.52	1.00	1.00	0.37	0.95	0.776666666667
REACTOME_MEIOTIC_SYNAPSIS	0.95	1.00	0.99	0.96	0.70	1.00	0.81	1.00	1.00	0.03	0.70	0.18	0.776666666667
PID_INSULIN_GLUCOSE_PATHWAY	1.00	1.00	0.89	0.57	0.85	0.73	0.95	0.93	0.70	0.26	0.44	1.00	0.776666666667
REACTOME_MEIOSIS	0.95	1.00	1.00	1.00	0.89	1.00	0.99	1.00	0.94	0.13	0.32	0.10	0.776666666667
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.97	0.55	0.93	0.35	1.00	0.26	0.91	0.93	1.00	0.98	0.53	0.93	0.778333333333
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1.00	0.94	0.82	0.89	0.76	0.05	0.98	0.97	0.74	0.86	0.81	0.52	0.778333333333
PID_AMB2_NEUTROPHILS_PATHWAY	0.97	0.94	0.59	0.36	1.00	0.47	0.67	0.83	0.66	1.00	0.87	0.99	0.779166666667
PID_PTP1BPATHWAY	0.63	0.48	0.91	0.72	0.94	0.33	0.81	0.85	0.70	0.99	1.00	1.00	0.78
BIOCARTA_IL3_PATHWAY	0.88	0.99	0.88	0.88	0.75	0.93	0.33	0.90	0.78	0.18	0.94	0.92	0.78
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.79	0.99	0.99	0.31	1.00	0.65	0.46	0.65	0.97	1.00	0.94	0.62	0.780833333333
PID_TCRRASPATHWAY	0.79	0.91	0.99	0.53	0.88	0.99	0.21	0.96	0.65	0.51	0.98	0.97	0.780833333333
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.48	0.94	0.86	1.00	0.92	0.62	0.67	0.96	0.49	0.54	0.90	1.00	0.781666666667
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.86	1.00	0.71	0.72	1.00	1.00	0.97	1.00	0.61	0.80	0.70	0.01	0.781666666667
ST_STAT3_PATHWAY	0.11	0.94	0.73	1.00	0.97	0.93	0.21	0.97	0.97	0.90	0.70	0.96	0.7825
REACTOME_IL_2_SIGNALING	0.61	0.69	0.67	1.00	0.92	0.99	0.88	0.83	0.54	0.37	0.97	0.94	0.784166666667
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.74	0.96	0.15	0.59	0.90	0.90	0.67	0.93	0.87	0.91	0.80	1.00	0.785
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.27	0.96	0.84	0.83	0.73	0.99	0.94	0.70	0.95	0.82	0.76	0.64	0.785833333333
REACTOME_MYOGENESIS	0.81	1.00	0.91	0.65	0.96	0.34	0.67	0.99	0.69	0.81	0.63	0.98	0.786666666667
REACTOME_SIGNALLING_TO_RAS	0.32	0.98	0.88	0.46	1.00	0.71	0.67	0.96	0.91	0.60	0.97	1.00	0.788333333333
BIOCARTA_TNFR2_PATHWAY	0.97	0.77	0.61	0.83	0.93	0.82	1.00	0.53	0.89	0.58	0.73	0.80	0.788333333333
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.41	0.97	0.93	0.38	0.86	0.50	1.00	0.58	0.97	0.93	0.93	1.00	0.788333333333
BIOCARTA_INTRINSIC_PATHWAY	0.97	0.99	0.58	1.00	0.93	0.42	0.68	0.57	1.00	0.92	0.64	0.77	0.789166666667
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.46	0.89	0.53	1.00	1.00	0.99	0.21	0.96	0.90	1.00	0.53	1.00	0.789166666667
PID_FRA_PATHWAY	0.68	0.58	0.81	0.97	0.37	0.92	0.67	0.96	0.86	0.68	0.97	1.00	0.789166666667
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.60	0.22	0.91	0.61	0.95	0.57	1.00	0.86	0.97	0.93	0.90	0.96	0.79
PID_IL4_2PATHWAY	0.99	0.14	0.71	0.79	1.00	0.97	0.81	0.85	0.90	0.59	0.73	1.00	0.79
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.90	0.89	0.93	1.00	0.93	0.99	0.48	0.94	0.88	0.04	0.64	0.87	0.790833333333
PID_DNAPK_PATHWAY	0.54	0.99	0.82	1.00	0.97	0.93	0.33	0.98	0.80	0.41	0.80	0.92	0.790833333333
PID_ALPHASYNUCLEIN_PATHWAY	0.85	0.94	0.98	0.36	0.74	0.89	0.88	0.88	0.30	0.87	0.98	0.82	0.790833333333
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.58	0.53	0.95	0.94	0.96	0.71	0.79	0.98	0.90	0.79	0.38	0.98	0.790833333333
BIOCARTA_NKCELLS_PATHWAY	0.91	0.96	0.82	0.88	0.89	0.96	0.21	0.88	0.49	0.75	0.97	0.77	0.790833333333
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.00	1.00	0.97	1.00	0.28	1.00	0.92	1.00	1.00	0.57	0.55	0.20	0.790833333333
BIOCARTA_RANKL_PATHWAY	0.79	0.99	0.58	0.98	0.85	0.99	0.68	0.96	0.97	0.56	0.18	0.99	0.793333333333
PID_IL5_PATHWAY	0.22	0.77	0.98	1.00	0.97	1.00	0.73	0.14	0.81	0.92	0.99	1.00	0.794166666667
BIOCARTA_RELA_PATHWAY	0.63	0.80	0.57	0.88	0.93	0.77	1.00	0.65	0.97	0.60	0.89	0.84	0.794166666667
BIOCARTA_LONGEVITY_PATHWAY	0.94	0.77	0.76	1.00	0.73	0.97	0.33	0.57	0.96	0.99	0.72	0.79	0.794166666667
PID_P38_MKK3_6PATHWAY	0.93	1.00	0.70	0.96	0.84	1.00	0.67	0.93	0.87	0.35	0.42	0.87	0.795
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.69	0.99	0.99	0.24	0.98	0.85	0.21	0.88	1.00	0.81	0.94	0.96	0.795
PID_ERB_GENOMIC_PATHWAY	0.17	0.99	0.68	0.86	0.89	0.84	1.00	0.94	0.90	0.99	0.62	0.66	0.795
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.70	0.99	0.76	0.90	0.93	0.98	0.94	0.86	0.97	0.83	0.11	0.57	0.795
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.91	0.99	0.94	0.60	0.45	1.00	0.92	0.98	0.13	0.81	0.93	0.90	0.796666666667
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.92	1.00	0.95	0.53	0.98	0.76	0.53	1.00	1.00	0.51	0.64	0.76	0.798333333333
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	1.00	0.98	1.00	0.22	0.99	0.60	0.21	0.89	1.00	0.70	1.00	0.99	0.798333333333
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.76	0.99	0.97	0.86	0.80	0.94	0.94	0.93	0.27	0.48	0.70	0.95	0.799166666667
REACTOME_SIGNALING_BY_NOTCH3	0.67	0.99	0.84	0.86	0.33	0.75	0.81	0.98	0.84	0.81	0.73	0.98	0.799166666667
REACTOME_INNATE_IMMUNE_SYSTEM	0.42	0.25	1.00	0.99	0.88	0.63	1.00	0.76	0.66	1.00	1.00	1.00	0.799166666667
BIOCARTA_ARENRF2_PATHWAY	0.91	0.79	0.95	0.75	0.99	0.52	0.21	0.92	0.93	1.00	0.63	0.99	0.799166666667
REACTOME_GLUCONEOGENESIS	1.00	0.96	0.91	0.41	1.00	0.78	0.67	0.39	1.00	0.94	0.63	0.91	0.8
PID_INTEGRIN1_PATHWAY	0.91	0.86	0.97	0.42	0.92	0.36	0.81	0.36	1.00	1.00	1.00	1.00	0.800833333333
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	1.00	0.88	1.00	0.12	0.93	0.32	1.00	1.00	1.00	0.98	0.79	0.60	0.801666666667
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.99	1.00	0.95	0.94	0.27	1.00	0.97	0.83	1.00	0.74	0.76	0.17	0.801666666667
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.97	0.98	0.55	1.00	1.00	0.29	0.88	1.00	0.58	0.70	0.87	0.80	0.801666666667
BIOCARTA_WNT_PATHWAY	0.86	1.00	0.96	0.67	0.96	0.89	0.67	0.88	0.69	0.94	0.42	0.70	0.803333333333
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.90	0.84	1.00	0.75	0.94	0.73	0.11	0.91	0.98	0.62	0.99	0.88	0.804166666667
KEGG_STEROID_BIOSYNTHESIS	0.99	0.99	0.61	1.00	0.90	0.51	0.83	0.60	0.97	0.92	0.76	0.57	0.804166666667
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.95	0.99	0.59	1.00	1.00	0.38	0.46	0.98	1.00	0.93	0.81	0.57	0.805
REACTOME_TELOMERE_MAINTENANCE	0.99	1.00	0.99	0.98	0.96	1.00	0.85	1.00	1.00	0.00	0.77	0.14	0.806666666667
REACTOME_HYALURONAN_METABOLISM	0.57	0.99	0.98	1.00	0.53	0.76	1.00	0.98	0.53	0.74	0.70	0.90	0.806666666667
BIOCARTA_GSK3_PATHWAY	0.56	1.00	0.59	0.90	0.92	0.87	0.95	0.71	0.99	0.92	0.47	0.80	0.806666666667
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.55	0.92	0.60	0.78	0.92	0.95	0.67	0.86	1.00	0.89	0.57	0.98	0.8075
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.99	0.56	0.61	0.31	0.97	0.93	0.91	0.94	1.00	0.64	0.85	0.98	0.8075
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.42	0.86	0.71	0.91	1.00	0.26	0.97	0.95	0.96	1.00	0.66	1.00	0.808333333333
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.78	0.82	0.96	0.57	0.74	0.61	0.67	0.99	0.82	0.85	0.95	0.94	0.808333333333
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.33	0.82	1.00	0.90	0.87	0.83	1.00	0.55	0.52	0.99	0.91	0.98	0.808333333333
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.91	0.97	0.84	0.87	0.93	0.50	0.91	0.96	0.97	0.81	0.47	0.57	0.809166666667
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.33	0.99	0.91	0.78	0.93	1.00	1.00	0.05	0.97	0.93	0.82	1.00	0.809166666667
KEGG_NON_HOMOLOGOUS_END_JOINING	0.76	0.99	0.87	0.94	1.00	0.92	0.21	0.98	0.63	0.89	0.56	0.98	0.810833333333
PID_CD8TCRPATHWAY	0.82	0.95	0.93	0.38	0.98	0.12	0.81	0.97	1.00	0.92	0.94	0.92	0.811666666667
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.49	0.99	0.91	0.22	0.97	0.56	1.00	0.96	0.97	0.93	0.78	0.97	0.8125
ST_INTERLEUKIN_4_PATHWAY	0.40	0.93	0.50	0.94	1.00	0.89	0.67	1.00	1.00	0.97	0.47	0.98	0.8125
REACTOME_SHC_MEDIATED_SIGNALLING	0.35	0.98	0.84	0.69	0.80	0.84	0.86	0.93	0.84	0.87	0.87	0.88	0.8125
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.71	0.30	0.99	0.97	1.00	0.81	1.00	0.95	0.81	1.00	0.23	1.00	0.814166666667
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.34	0.99	0.74	0.80	0.85	0.88	1.00	0.94	0.61	0.92	0.85	0.85	0.814166666667
SA_PROGRAMMED_CELL_DEATH	0.69	0.99	0.53	0.94	0.99	1.00	0.63	0.96	0.80	0.89	0.36	1.00	0.815
REACTOME_RNA_POL_I_PROMOTER_OPENING	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.02	0.65	0.11	0.815
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1.00	0.96	0.53	0.14	0.96	1.00	0.91	1.00	0.90	0.94	0.98	0.46	0.815
BIOCARTA_SRCRPTP_PATHWAY	0.57	0.98	0.99	0.34	1.00	0.91	0.21	0.96	0.95	1.00	0.89	0.99	0.815833333333
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.34	0.85	0.56	0.86	0.79	1.00	0.88	0.96	0.92	0.87	0.76	1.00	0.815833333333
PID_LIS1PATHWAY	0.74	1.00	0.99	0.51	0.81	0.80	0.67	1.00	0.82	1.00	0.87	0.59	0.816666666667
BIOCARTA_LAIR_PATHWAY	0.78	0.99	1.00	1.00	0.97	0.90	0.21	0.09	0.97	0.90	1.00	1.00	0.8175
PID_INTEGRIN4_PATHWAY	0.91	0.99	0.94	1.00	0.86	0.93	0.53	0.58	0.94	0.40	0.73	1.00	0.8175
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.95	0.94	0.81	0.83	0.93	0.90	1.00	0.28	0.52	0.90	0.80	0.96	0.818333333333
REACTOME_PI3K_AKT_ACTIVATION	0.63	0.91	0.86	1.00	1.00	0.98	0.96	0.87	0.61	0.50	0.80	0.70	0.818333333333
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.52	0.82	0.86	1.00	0.89	0.81	0.88	0.77	1.00	0.87	0.40	1.00	0.818333333333
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.75	0.99	0.91	0.94	0.28	0.94	1.00	0.96	0.64	0.75	0.76	0.90	0.818333333333
REACTOME_RNA_POL_III_CHAIN_ELONGATION	0.97	0.61	0.97	0.49	0.97	0.95	0.83	0.96	0.86	0.45	0.89	0.88	0.819166666667
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.97	0.67	0.50	1.00	0.98	0.96	0.88	0.83	0.87	0.27	0.93	0.98	0.82
BIOCARTA_IL12_PATHWAY	0.78	0.60	0.91	1.00	0.99	1.00	0.26	0.94	0.97	0.96	0.86	0.57	0.82
KEGG_BUTANOATE_METABOLISM	0.93	0.89	0.80	0.61	0.96	0.20	0.67	0.97	1.00	1.00	0.95	0.87	0.820833333333
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.67	0.93	0.84	0.83	0.45	0.88	0.98	0.91	1.00	0.75	0.70	0.91	0.820833333333
BIOCARTA_HDAC_PATHWAY	0.97	0.93	0.79	0.88	0.86	0.47	0.67	0.92	0.96	0.98	0.47	0.95	0.820833333333
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.97	0.90	0.99	0.74	0.85	0.99	1.00	0.74	0.95	0.67	0.37	0.68	0.820833333333
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	1.00	0.93	0.84	1.00	1.00	0.95	0.97	1.00	0.86	0.19	0.61	0.51	0.821666666667
BIOCARTA_CK1_PATHWAY	0.98	0.90	0.84	0.60	0.76	0.65	1.00	0.82	0.97	0.92	0.55	0.87	0.821666666667
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.66	0.99	0.84	0.88	0.88	0.77	1.00	0.55	0.97	0.79	0.55	0.98	0.821666666667
REACTOME_MEIOTIC_RECOMBINATION	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.07	0.21	0.60	0.8225
BIOCARTA_AMI_PATHWAY	0.97	0.99	0.95	1.00	0.99	0.57	0.46	0.14	1.00	1.00	0.98	0.83	0.823333333333
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.60	0.99	0.75	0.83	0.97	0.69	0.92	0.82	0.99	1.00	0.81	0.52	0.824166666667
REACTOME_DSCAM_INTERACTIONS	0.93	0.99	0.98	0.43	1.00	0.84	0.38	1.00	0.62	0.93	0.79	1.00	0.824166666667
BIOCARTA_IL5_PATHWAY	0.47	0.95	0.66	0.95	0.91	0.94	0.81	0.86	0.91	0.97	0.83	0.63	0.824166666667
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.90	0.57	0.91	0.72	1.00	0.90	0.98	0.90	0.98	0.36	0.93	0.75	0.825
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.69	0.98	0.45	0.90	0.91	0.99	0.99	0.98	0.93	0.79	0.34	0.95	0.825
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.25	0.97	0.84	0.88	0.73	0.95	0.97	0.94	0.88	0.82	0.89	0.78	0.825
KEGG_FOLATE_BIOSYNTHESIS	0.93	1.00	0.31	0.94	1.00	1.00	0.38	0.98	1.00	1.00	0.73	0.64	0.825833333333
PID_ALK1PATHWAY	0.67	0.33	0.71	1.00	1.00	0.88	0.88	1.00	1.00	0.85	0.59	1.00	0.825833333333
REACTOME_IL_7_SIGNALING	0.98	0.58	0.84	1.00	1.00	0.77	0.21	0.80	0.93	0.93	0.90	0.97	0.825833333333
KEGG_TYROSINE_METABOLISM	0.75	0.83	0.85	0.78	0.89	0.85	0.95	0.72	0.93	0.79	0.58	1.00	0.826666666667
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.63	0.86	0.51	0.93	0.96	0.90	1.00	0.79	0.97	0.99	0.41	0.98	0.8275
REACTOME_METABOLISM_OF_PORPHYRINS	0.78	0.99	0.82	0.97	0.90	0.93	1.00	0.92	0.68	0.93	0.11	0.90	0.8275
KEGG_SELENOAMINO_ACID_METABOLISM	0.62	0.88	0.74	0.77	0.85	0.97	0.67	0.62	0.96	0.97	0.97	0.91	0.8275
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.73	0.99	0.84	1.00	0.99	0.77	0.70	0.98	0.90	0.58	0.72	0.73	0.8275
REACTOME_GAP_JUNCTION_TRAFFICKING	0.55	1.00	1.00	0.74	0.37	0.82	0.95	1.00	0.66	0.97	0.87	1.00	0.8275
