Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.95298777	0.98195988	0.98577209	0.99411765	0.98121543	0.99136041	0.99483066	0.95357803	0.94497500	0.98986228	0.97270803	0.97975092	0.9769265125
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.94816587	0.98545432	0.98588449	0.99415906	0.98598664	0.99099506	0.99494949	0.96578461	0.93241506	0.98491554	0.97334295	0.98054676	0.976883320833
BIOCARTA_PYK2_PATHWAY	0.94530569	0.98364413	0.98200630	0.99458399	0.98575371	0.99234902	0.99494949	0.95864277	0.95123967	0.98183230	0.97503608	0.97720306	0.976878850833
REACTOME_CD28_CO_STIMULATION	0.93799043	0.98535682	0.98228983	0.99280686	0.97335762	0.99275736	0.99494949	0.97065016	0.94649062	0.98625599	0.97614238	0.98343544	0.976873583333
PID_RXR_VDR_PATHWAY	0.93545986	0.98919901	0.98561867	0.99123859	0.98628031	0.99366000	0.99471692	0.96091905	0.94646465	0.98927147	0.97237133	0.97709707	0.9768580775
REACTOME_EGFR_DOWNREGULATION	0.94431154	0.98222429	0.98476533	0.99393759	0.98506817	0.98108747	0.99489008	0.95887039	0.95282671	0.99027663	0.97462241	0.97884636	0.976810580833
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.92852738	0.98562245	0.98733216	0.98674985	0.98052879	0.99065119	0.99489008	0.94356238	0.95638200	0.99434245	0.97914382	0.99373655	0.976789091667
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.93892610	0.98590308	0.98385474	0.98890689	0.98282276	0.98697614	0.99435532	0.95943947	0.95390266	0.99306058	0.96547379	0.98758183	0.976766946667
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.93527379	0.98920409	0.98624436	0.99360269	0.97573550	0.99125296	0.99494949	0.97685304	0.94536272	0.98907171	0.96388648	0.97958509	0.976751826667
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.92500797	0.99039710	0.98712905	0.99404743	0.98244522	0.99436922	0.99418386	0.97867406	0.92910927	0.98973876	0.97173641	0.98413945	0.97674815
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.93030303	0.98399098	0.98576862	0.99404202	0.98164597	0.99103804	0.99477633	0.95986627	0.96037649	0.99312482	0.96299182	0.98302884	0.9767461025
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.94148325	0.98506260	0.98395698	0.99274564	0.98204559	0.99228455	0.99489177	0.97244274	0.93842975	0.99021381	0.96838865	0.97898570	0.9767442525
PID_HIVNEFPATHWAY	0.91356725	0.98666607	0.98642021	0.99411765	0.98399514	0.99331614	0.99494949	0.96991037	0.94862259	0.99278812	0.97326599	0.98327965	0.976741555833
PID_CDC42_REG_PATHWAY	0.92935141	0.98758917	0.98242206	0.99470642	0.98081912	0.98927574	0.99494949	0.96820316	0.94793388	0.98724986	0.97904762	0.97880478	0.976696059167
PID_IL3_PATHWAY	0.93724083	0.98832874	0.98251203	0.99404563	0.97700999	0.99424028	0.99494949	0.97764974	0.93677686	0.99114203	0.96627225	0.98014153	0.97669245
PID_NCADHERINPATHWAY	0.92868155	0.97807864	0.98138197	0.99494949	0.98761716	0.99179024	0.99494949	0.96828852	0.95022957	0.99073333	0.97426647	0.97930275	0.976689098333
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.92228602	0.98987204	0.98480759	0.99433731	0.98337970	0.99344509	0.99483066	0.96982501	0.94224059	0.99107709	0.97400673	0.97976006	0.9766556575
KEGG_FATTY_ACID_METABOLISM	0.92777778	0.99240842	0.98396107	0.99458939	0.98027046	0.99473458	0.99494949	0.96760563	0.93438935	0.99198978	0.97016835	0.98677183	0.9766346775
PID_IGF1_PATHWAY	0.93551834	0.98663367	0.98344170	0.99409244	0.98397472	0.99323017	0.99494949	0.96629088	0.94352617	0.98664140	0.97288119	0.97831412	0.976624524167
BIOCARTA_BCR_PATHWAY	0.92504519	0.98981515	0.98211126	0.99458219	0.98152564	0.99234902	0.99494949	0.97113387	0.94315886	0.98960676	0.97655604	0.97794453	0.976564833333
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.94078150	0.98749938	0.98293325	0.99166712	0.97169399	0.99105953	0.99494949	0.96049225	0.94173554	0.99369799	0.97454545	0.98743381	0.976540775
ST_ERK1_ERK2_MAPK_PATHWAY	0.92750133	0.98864745	0.98800147	0.99421668	0.97152895	0.99125296	0.99494949	0.97352397	0.93236915	0.99232436	0.97374699	0.98990310	0.976497158333
KEGG_ABC_TRANSPORTERS	0.92066986	0.99020127	0.98354939	0.99337222	0.97810620	0.99118848	0.99494949	0.97412150	0.94109275	0.99045380	0.97385281	0.98564432	0.9764335075
REACTOME_PI3K_AKT_ACTIVATION	0.93552366	0.98439607	0.98233618	0.99121878	0.97597505	0.98895336	0.99465410	0.96641058	0.95000000	0.99089074	0.97139971	0.98484620	0.9763837025
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.92542265	0.98958163	0.98507613	0.99446335	0.98601369	0.99286482	0.99311773	0.96649595	0.94540863	0.98178571	0.97730640	0.97799204	0.976294060833
KEGG_ETHER_LIPID_METABOLISM	0.93508240	0.98609980	0.98028463	0.99452097	0.98262847	0.99045777	0.99489008	0.97648314	0.93732782	0.98155983	0.97174603	0.98434503	0.9762854975
REACTOME_NETRIN1_SIGNALING	0.95036151	0.97900505	0.97970392	0.99494949	0.98142684	0.99157533	0.99494949	0.97002419	0.93459897	0.98437837	0.97078403	0.98347793	0.976269593333
PID_P38ALPHABETAPATHWAY	0.93211058	0.98068781	0.98364345	0.99470462	0.97997958	0.99097357	0.99494949	0.95847204	0.94820937	0.98683904	0.97619048	0.98821138	0.9762476175
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.89353004	0.99282328	0.98406467	0.99452457	0.98621957	0.99267139	0.99494949	0.97432067	0.94639879	0.98843290	0.97728716	0.98947138	0.9762244925
PID_AVB3_OPN_PATHWAY	0.90965444	0.98844931	0.98645020	0.99077765	0.98402219	0.99159682	0.99494949	0.96862996	0.94940312	0.99251848	0.97536316	0.98251534	0.97619418
BIOCARTA_VEGF_PATHWAY	0.92438065	0.98630152	0.98552052	0.99470822	0.98148038	0.99277885	0.99494949	0.96595533	0.94696970	0.98931806	0.96957191	0.98235818	0.9761910675
BIOCARTA_G1_PATHWAY	0.94118554	0.98763362	0.98433730	0.99151407	0.98112767	0.99297228	0.99494949	0.95653720	0.93696051	0.98834607	0.97261183	0.98602260	0.976183181667
BIOCARTA_MTA3_PATHWAY	0.93606061	0.98061815	0.98423234	0.99476764	0.98551361	0.99247797	0.99494949	0.96060606	0.94485767	0.98400215	0.96641655	0.98960478	0.976175585
PID_VEGFR1_PATHWAY	0.93469963	0.98366794	0.98525198	0.99427789	0.97722581	0.99232753	0.99494949	0.97329634	0.94958678	0.98104179	0.97284271	0.97454555	0.976142786667
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.94353004	0.98327500	0.98222849	0.99152307	0.98039521	0.99209112	0.99494949	0.95722009	0.95436180	0.99057380	0.96944685	0.97371453	0.976109124167
PID_S1P_META_PATHWAY	0.92169591	0.98623642	0.98609441	0.99421848	0.98567092	0.99172577	0.99494949	0.97517428	0.94568411	0.98335416	0.96413660	0.98434184	0.976106865833
BIOCARTA_PTDINS_PATHWAY	0.93254120	0.98257856	0.97888875	0.99336502	0.97921400	0.99249946	0.99494949	0.97503201	0.95129161	0.98620376	0.96552189	0.98011823	0.976016998333
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.94710792	0.98612936	0.98564048	0.99331101	0.97690788	0.99348807	0.99454206	0.96794708	0.94118457	0.98155277	0.97388167	0.96928946	0.975915194167
KEGG_PROPANOATE_METABOLISM	0.93171717	0.98651594	0.98441364	0.99379175	0.97891042	0.99408983	0.99494949	0.96890861	0.93755739	0.98146313	0.97113997	0.98600067	0.9757881675
REACTOME_DAG_AND_IP3_SIGNALING	0.90894737	0.99221162	0.98358756	0.99483066	0.98818899	0.99303675	0.99494949	0.97247119	0.93879706	0.98447790	0.97795094	0.97951016	0.975746640833
ST_GAQ_PATHWAY	0.92176502	0.98384510	0.98575908	0.99306793	0.98328145	0.99310123	0.99494949	0.97218666	0.94719927	0.98348404	0.97189033	0.97842422	0.975746151667
PID_BARD1PATHWAY	0.95980330	0.97843050	0.98176229	0.99344065	0.98398797	0.99288631	0.99489177	0.94211125	0.94545455	0.98916347	0.96551227	0.98077290	0.975684769167
PID_REELINPATHWAY	0.93360447	0.98799697	0.98358347	0.99464520	0.98219573	0.99271438	0.99494949	0.96356523	0.93572084	0.98666257	0.97049543	0.98187300	0.975667231667
PID_IL12_2PATHWAY	0.91864434	0.99021628	0.98554779	0.99265381	0.97952476	0.99232753	0.99494949	0.96336605	0.94517906	0.99221142	0.96464646	0.98846904	0.975644669167
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.93041999	0.98067079	0.98805327	0.99415726	0.98553955	0.99348807	0.99483236	0.95500071	0.94251607	0.98597929	0.97499759	0.98169209	0.975612253333
PID_ALPHASYNUCLEIN_PATHWAY	0.92169059	0.98348242	0.97885876	0.99452097	0.98445824	0.99065119	0.99489008	0.96569925	0.95840220	0.98684328	0.96496392	0.98284564	0.975608878333
REACTOME_RNA_POL_III_TRANSCRIPTION	0.93015949	0.98809619	0.98116387	0.99373233	0.97545013	0.98830862	0.99494949	0.94748897	0.96065197	0.99316858	0.97022607	0.98370224	0.975591495833
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.89809676	0.99112530	0.98186180	0.99373053	0.98468841	0.99411133	0.99494949	0.97494665	0.95376492	0.98615293	0.96672439	0.98671016	0.975571889167
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.93883041	0.97903857	0.98598672	0.99397721	0.98095711	0.99443370	0.99494949	0.95653720	0.94917355	0.98663787	0.97308321	0.97321519	0.9755683525
PID_IL8CXCR1_PATHWAY	0.93516215	0.97978208	0.98348124	0.99427789	0.98632886	0.99039329	0.99494949	0.96470337	0.94348026	0.98290946	0.97317941	0.97799387	0.9755534475
REACTOME_MEIOTIC_RECOMBINATION	0.93162679	0.98085325	0.97840892	0.99130881	0.98219628	0.99054374	0.99483066	0.95212690	0.94003673	0.99441797	0.97838384	0.99190549	0.975553281667
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.93854333	0.98973579	0.98459085	0.99283747	0.97544792	0.99133892	0.99494949	0.96248399	0.94022039	0.98996553	0.97021645	0.97602621	0.975529695
BIOCARTA_GSK3_PATHWAY	0.94010633	0.97837787	0.98467536	0.99317957	0.98076009	0.99105953	0.99465920	0.96956893	0.92975207	0.98637881	0.97454545	0.98308047	0.975511973333
BIOCARTA_AGR_PATHWAY	0.92958001	0.98294042	0.98252157	0.99440573	0.98441243	0.99307973	0.99494949	0.96894295	0.94628099	0.98685810	0.97037037	0.97173088	0.975506055833
REACTOME_GABA_RECEPTOR_ACTIVATION	0.93415205	0.98726541	0.97866928	0.99397901	0.98498206	0.99194068	0.99477124	0.95374876	0.95013774	0.98706492	0.96753247	0.98174371	0.975498944167
BIOCARTA_TNFR1_PATHWAY	0.91978735	0.98665681	0.98638340	0.99470642	0.98715461	0.99056523	0.99494949	0.95830132	0.95720845	0.98662869	0.97262145	0.97099397	0.9754964325
PID_NETRIN_PATHWAY	0.94092504	0.98056970	0.98296324	0.99471002	0.97822377	0.99129594	0.99489177	0.97028027	0.93842975	0.97903987	0.97393939	0.98067377	0.975495210833
REACTOME_TELOMERE_MAINTENANCE	0.91990431	0.98239087	0.98066768	0.99286807	0.98500193	0.98712658	0.99489177	0.96369571	0.93829201	0.99453303	0.97339105	0.99288132	0.975470360833
PID_NEPHRIN_NEPH1_PATHWAY	0.90957469	0.98860430	0.98258296	0.99489008	0.98204173	0.98934021	0.99494949	0.97471902	0.94313892	0.99305141	0.97185185	0.98076696	0.975459301667
REACTOME_ION_CHANNEL_TRANSPORT	0.92349282	0.98600872	0.98477215	0.99409784	0.98317602	0.99286482	0.99477124	0.96871532	0.94687787	0.98483649	0.97141895	0.97381001	0.975403520833
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.92986178	0.98819533	0.98524380	0.99361890	0.97294199	0.98901784	0.99489008	0.96763409	0.94040404	0.99206037	0.96838865	0.98152351	0.975315031667
PID_HDAC_CLASSIII_PATHWAY	0.94735247	0.97552913	0.98585859	0.99127640	0.97809902	0.99009241	0.99465410	0.95104567	0.94343434	0.99135450	0.96875421	0.98596777	0.975284884167
PID_P38_MK2PATHWAY	0.94130781	0.97810642	0.98221077	0.99372513	0.98633604	0.98951214	0.99494949	0.95565514	0.93581267	0.99161496	0.97437229	0.97945580	0.975254888333
PID_EPOPATHWAY	0.89947368	0.99026973	0.98429504	0.99440393	0.98105041	0.99093058	0.99489008	0.97321098	0.94912764	0.98830584	0.97153439	0.98546387	0.9752463475
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.95804359	0.98835009	0.98596219	0.99452817	0.98265126	0.99275736	0.99447585	0.96467492	0.93432952	0.97003367	0.96851371	0.96841002	0.975227529167
ST_GA12_PATHWAY	0.93553961	0.98367130	0.98505296	0.99452277	0.98478998	0.98860950	0.99494949	0.95619576	0.94660239	0.98251417	0.97405483	0.97570047	0.9751836025
KEGG_TYPE_II_DIABETES_MELLITUS	0.92517810	0.98764676	0.98639840	0.99471002	0.97985483	0.99273587	0.99494949	0.97648314	0.94008264	0.99005075	0.96515633	0.96883763	0.975173663333
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.91644338	0.98303829	0.98375659	0.99464340	0.98428382	0.99413282	0.99494949	0.96652440	0.93067034	0.99191778	0.97418951	0.98729859	0.975154034167
BIOCARTA_GH_PATHWAY	0.92843700	0.98850202	0.98288826	0.99458579	0.97643429	0.99196217	0.99494949	0.96433348	0.94297521	0.99051804	0.97179413	0.97444961	0.9751524575
BIOCARTA_RACCYCD_PATHWAY	0.94608719	0.97587388	0.98174321	0.98357911	0.98188000	0.98826564	0.99471522	0.96986151	0.94187931	0.98985946	0.97098605	0.97705184	0.975148535
KEGG_TYROSINE_METABOLISM	0.92751728	0.98630675	0.98254202	0.99361350	0.98215212	0.99110251	0.99471861	0.96945511	0.93572084	0.98847384	0.97358345	0.97591458	0.9750917175
KEGG_SELENOAMINO_ACID_METABOLISM	0.93594365	0.98483908	0.98343216	0.99368912	0.98296572	0.98912530	0.99494949	0.97130460	0.93402204	0.98437273	0.96556037	0.98081037	0.9750845525
PID_FRA_PATHWAY	0.93146199	0.98865566	0.98301231	0.99263941	0.98720152	0.99024285	0.99494949	0.95773225	0.94187328	0.98989405	0.96561809	0.97725514	0.97504467
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.92452419	0.98930039	0.98446271	0.99433911	0.98290335	0.99103804	0.99418725	0.96598378	0.93177227	0.99025757	0.97033189	0.98033524	0.9749529825
BIOCARTA_EGF_PATHWAY	0.90910686	0.98956565	0.98336400	0.99441294	0.98004305	0.99179024	0.99494949	0.96971120	0.94896996	0.99134602	0.97568062	0.97043524	0.974947939167
BIOCARTA_PDGF_PATHWAY	0.90762360	0.99001896	0.98304094	0.99476944	0.97923663	0.99211262	0.99494949	0.96959738	0.95156107	0.99142155	0.97598846	0.96901078	0.974944243333
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.94185008	0.98428983	0.98460448	0.99361350	0.98133135	0.98970557	0.99494949	0.96655285	0.92240588	0.98677904	0.97364117	0.97869468	0.97486816
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.92090377	0.98338574	0.98245069	0.99081546	0.98690125	0.99114550	0.99494949	0.95217979	0.93617998	0.99294765	0.97502646	0.99012833	0.974751175833
BIOCARTA_HER2_PATHWAY	0.93614035	0.98216869	0.98567320	0.99216406	0.98105260	0.98521384	0.99494949	0.97426376	0.92378329	0.98993428	0.97284271	0.97882306	0.9747507775
REACTOME_ERK_MAPK_TARGETS	0.91140883	0.98257527	0.98548235	0.99305173	0.98519843	0.99320868	0.99489008	0.97338170	0.93322156	0.99183025	0.97154401	0.98049285	0.974690478333
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.92859117	0.98200385	0.98485121	0.98865482	0.97980847	0.99082312	0.99489008	0.94845639	0.94862259	0.99298223	0.97341029	0.98279950	0.97465781
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.92087719	0.98727400	0.97805859	0.98566233	0.98473092	0.99174726	0.99489177	0.97124769	0.95027548	0.98507083	0.97169793	0.97432854	0.974655210833
KEGG_PRION_DISEASES	0.93354067	0.98158548	0.98455950	0.99452457	0.97569134	0.99030733	0.99471522	0.97065016	0.92575758	0.99206178	0.97310245	0.97902224	0.974626526667
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.92712387	0.98513584	0.97909595	0.99435532	0.98822909	0.99247797	0.99494949	0.96285389	0.94182736	0.97335620	0.96916787	0.98614412	0.9745597475
PID_INTEGRIN_A4B1_PATHWAY	0.92736842	0.98645136	0.98073720	0.99482706	0.98081250	0.99260692	0.99494949	0.97520273	0.90853994	0.98816261	0.97586340	0.98869518	0.9745180675
REACTOME_SIGNALLING_TO_RAS	0.94694843	0.97978805	0.98216715	0.99434271	0.97705580	0.99174726	0.99494949	0.95824442	0.93696051	0.99015804	0.96621453	0.97542727	0.974500305
BIOCARTA_EIF4_PATHWAY	0.93005848	0.98394671	0.98678144	0.99274744	0.96846001	0.99082312	0.99494949	0.95303742	0.95353535	0.98661387	0.96912939	0.98307224	0.97442958
REACTOME_CA_DEPENDENT_EVENTS	0.90405635	0.99100711	0.98331493	0.99459299	0.98712756	0.99305824	0.99494949	0.97102006	0.93778696	0.98103114	0.97722944	0.97795001	0.974427023333
BIOCARTA_TOLL_PATHWAY	0.90635300	0.98574817	0.98747120	0.99124399	0.98278744	0.99222007	0.99483405	0.97281263	0.92465565	0.99092250	0.97594036	0.98803869	0.974418979167
ST_WNT_BETA_CATENIN_PATHWAY	0.89489102	0.98933862	0.98699682	0.99427609	0.98292392	0.99179024	0.99489008	0.96185802	0.94471993	0.99096133	0.97344877	0.98692534	0.974418348333
REACTOME_GLUCOSE_TRANSPORT	0.90536417	0.98773440	0.98291144	0.99140604	0.98093614	0.99086611	0.99494949	0.95608195	0.94628099	0.99313400	0.97433381	0.98875686	0.974396283333
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.91539075	0.99115247	0.98452405	0.99098651	0.98392449	0.99249946	0.99494949	0.97540191	0.93663912	0.99155426	0.95403559	0.98130833	0.974363869167
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.91733652	0.98384465	0.98249295	0.99409424	0.97598775	0.99269289	0.99494949	0.97517428	0.94035813	0.99146038	0.96526215	0.97868280	0.9743613525
BIOCARTA_CREB_PATHWAY	0.92377459	0.98638066	0.98118159	0.99367832	0.97745653	0.99108102	0.99494949	0.97662541	0.92722681	0.99131214	0.97305435	0.97498824	0.974309095833
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.92775651	0.98250203	0.98664922	0.99416086	0.98187614	0.99043628	0.99494949	0.96106132	0.93966942	0.98656587	0.97138047	0.97443956	0.974287264167
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.90878788	0.98770208	0.98413828	0.99446335	0.98176574	0.99312272	0.99435532	0.97537345	0.93921028	0.97909211	0.96976431	0.98324128	0.9742514
BIOCARTA_WNT_PATHWAY	0.91926635	0.97247464	0.98034188	0.99398801	0.97967710	0.99054374	0.99494949	0.96592687	0.94788797	0.98589953	0.97503608	0.98477265	0.974230359167
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.93078682	0.98310302	0.98561185	0.99416266	0.97868797	0.99056523	0.99429760	0.97062171	0.91364912	0.99209495	0.97026455	0.98665579	0.974208439167
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.92273791	0.98207082	0.98490983	0.99421488	0.97947673	0.99381044	0.99494949	0.97047944	0.94201102	0.98275558	0.97030303	0.97270352	0.974201890833
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.92573099	0.98681053	0.97972437	0.99422208	0.98431528	0.99213411	0.99494949	0.95528525	0.94256708	0.98798185	0.96694565	0.97958463	0.974187609167
BIOCARTA_CASPASE_PATHWAY	0.90934078	0.98208806	0.98610395	0.99429050	0.98845007	0.99264990	0.99494949	0.96547162	0.94692378	0.98612823	0.97113997	0.97239834	0.974161224167
PID_TRAIL_PATHWAY	0.90956938	0.98843908	0.98613531	0.99380615	0.98363857	0.99123146	0.99494949	0.97406459	0.92883379	0.99007758	0.96807119	0.98100544	0.974151835833
PID_EPHA_FWDPATHWAY	0.92509304	0.98609450	0.98487166	0.99477124	0.98087708	0.99015689	0.99494949	0.97082491	0.94839302	0.97966457	0.96919673	0.96417956	0.974089390833
PID_EPHRINBREVPATHWAY	0.93908028	0.98263201	0.98617757	0.99434812	0.98310371	0.98725553	0.99494949	0.97197570	0.93884298	0.97938575	0.97371813	0.95757439	0.974086971667
REACTOME_PURINE_METABOLISM	0.90428495	0.98896287	0.98218078	0.99234412	0.97637854	0.99389641	0.99489008	0.95892730	0.95211203	0.98627973	0.97005291	0.98837950	0.974057435
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.90665603	0.98290040	0.98503524	0.99409244	0.98211128	0.98708360	0.99494949	0.95064732	0.95160698	0.98477649	0.97561328	0.99269401	0.97401388
PID_HIF2PATHWAY	0.93207868	0.98263224	0.98009787	0.99311475	0.98139427	0.99366000	0.99477124	0.95983781	0.93948577	0.99082086	0.96556999	0.97468306	0.974012211667
BIOCARTA_RAS_PATHWAY	0.93856991	0.97668354	0.98011287	0.99245935	0.98275211	0.99019987	0.99471182	0.95653720	0.94191919	0.98975217	0.96511785	0.97919052	0.974000533333
PID_CD8TCRDOWNSTREAMPATHWAY	0.91232323	0.98704644	0.97992748	0.99250437	0.97711376	0.99226306	0.99494949	0.95502916	0.95426997	0.99262647	0.97165945	0.97790935	0.973968519167
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.94232855	0.98660955	0.98227757	0.99078305	0.98226417	0.99131743	0.99489008	0.96860151	0.91138659	0.98693504	0.97523810	0.97389819	0.973877485833
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.91136098	0.98806968	0.98521517	0.99105493	0.97875476	0.98942618	0.99489008	0.96697966	0.93974780	0.99222342	0.96863877	0.97893590	0.9737747775
PID_P38_MKK3_6PATHWAY	0.91430090	0.97748938	0.98397334	0.99270062	0.98319258	0.98835160	0.99494949	0.96134585	0.93989899	0.99193613	0.97502646	0.98174371	0.973742420833
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.93370548	0.98286225	0.98374978	0.99459119	0.97629850	0.99290780	0.99483066	0.96185802	0.94118457	0.99203284	0.96329004	0.96745245	0.973730298333
BIOCARTA_EDG1_PATHWAY	0.94149920	0.98563111	0.98084898	0.99299051	0.98165646	0.98923275	0.99494949	0.96623986	0.92438017	0.97368090	0.97283309	0.98076422	0.973725561667
PID_INTEGRIN3_PATHWAY	0.90836257	0.98960305	0.98502433	0.99397721	0.98167522	0.99443370	0.99406502	0.97224356	0.92947658	0.98840017	0.96557961	0.98141113	0.973687679167
PID_AMB2_NEUTROPHILS_PATHWAY	0.91209463	0.98350564	0.98465083	0.99452097	0.97650328	0.99275736	0.99494949	0.96723574	0.94908173	0.98100220	0.97008177	0.97781661	0.973683354167
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.90087188	0.98911390	0.98176229	0.99476944	0.98521278	0.99200516	0.99494949	0.96473183	0.93645546	0.98495507	0.97517076	0.98420067	0.9736832275
REACTOME_HS_GAG_BIOSYNTHESIS	0.91226475	0.98090797	0.98332447	0.99440573	0.98381686	0.98901784	0.99471182	0.96934130	0.94031221	0.98634140	0.96256854	0.98577452	0.9735656175
BIOCARTA_ERK_PATHWAY	0.94325890	0.98340232	0.98552870	0.99416626	0.98111332	0.99095207	0.99489008	0.95784607	0.90780533	0.99088297	0.97357383	0.97921412	0.973552830833
KEGG_TRYPTOPHAN_METABOLISM	0.93231792	0.98514644	0.98233618	0.99075424	0.98090357	0.99295078	0.99494949	0.95303742	0.94256198	0.98238923	0.96851371	0.97512118	0.973415178333
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.92974482	0.96951287	0.98527106	0.99488828	0.97667219	0.99366000	0.99494949	0.94706217	0.94269972	0.98888395	0.96817701	0.98915478	0.973389695
PID_SYNDECAN_1_PATHWAY	0.89683147	0.99087759	0.98570455	0.99106394	0.98235966	0.99402536	0.99494949	0.97736520	0.92901745	0.98955382	0.96701299	0.98076833	0.973294154167
